Order ID,OrderDate,Gender,Phone,City,State,Product,Category,Customer Segment,Sales Channel,Quantity,Unit Price,Discount,Revenue,Cost,Profit,Payment,Salesperson,Order Status,Customer Rating,Delivery Days,Returned,Customer Satisfaction
ORD10141,29/10/2026,Female,8590772665,Coimbatore,Tamil Nadu,SSD,Storage,Corporate,Direct Sales,6,6500,8,35880,27313.13,8566.87,Debit Card,Karthik,completed,3,5,No,4.9
ORD10142,07/02/2026,Male,8543595727,Delhi,Delhi,Mouse,Accessories,Corporate,Online,7,900,5,5985,5140.54,844.46,EMI,Meena,Pending,4,5,Yes,4.5
ORD10143,16/09/2025, Male ,6317677825,Trichy,Tamil Nadu,Tablet,Electronics,Enterprise,Direct Sales,3,28000,15,71400,58185.11,13214.89,Cash,Vijay,Returned,5,1,No,4.1
ORD10144,05/11/2026,Other,8631431563,Madurai,Tamil Nadu,Webcam,Accessories,,Direct Sales,2,3500,0,7000,5631.84,1368.16,Debit Card,Vijay,Completed,1,2,No,2.7
ORD10145,20/04/2026,Male,7481623643,Kochi,Kerala,Webcam,Accessories,Consumer,Direct Sales,4,3500,8,12880,9937.04,2942.96,UPI,Rahul,Returned,1,2,Yes,3
ORD10146,03/05/2026,Female,6288511612,Trichy,Tamil Nadu,Printer,Office Equipment,Small Business,Online,,12000,10,43200,35323.31,7876.69,EMI,Priya,Completed,3,11,Yes,4
ORD10147,28/07/2026,Female,8704799972,Mumbai,Maharashtra,Keyboard,Accessories,Corporate,Retail Store,3,1800,,4860,3555.54,1304.46,EMI,Vijay,Returned,1,12,Yes,3.3
ORD10148,13/10/2025,Male,9433836469,Coimbatore,Tamil Nadu,Tablet,Electronics,Corporate,Distributor,1,28000,15,23800,18803.43,4996.57,Debit Card,Divya,Returned,1,5,No,3.6
ORD10149,27/04/2025,Other,6741000011,Madurai,Tamil Nadu,Printer,Office Equipment,Small Business,Online,7,12000,10,75600,59993.69,15606.31,EMI,Karthik,Cancelled,1,4,No,2.4
ORD10150,12/08/2026,Female,8729458763,Hyderabad,Telangana,Printer,Office Equipment,Corporate,Retail Store,7,12000,8,77280,64103.94,13176.06,Net Banking,Rahul,Pending,2,6,No,3.9
ORD10151,29/01/2026,Female,8940749808,Chennai,Tamil Nadu,Printer,Office Equipment,corporate,Direct Sales,8,12000,3,93120,64015.76,29104.24,EMI,Meena,Returned,2,2,Yes,4.4
ORD10152,23/10/2025,Other,9318066826,Pune,Maharashtra,Mouse,Accessories,Enterprise,Online,1,900,5,855,606.57,248.43,Cash,Priya,Cancelled,5,6,Yes,4.3
ORD10153,01/11/2026,Female,7128782794,Kochi,Kerala,Smartphone,Electronics,Small Business,Online,4,32000,8,117760,82506.23,35253.77,Net Banking,Priya,Pending,2,12,No,4.6
ORD10154,31/07/2025,Female,8286128610,Coimbatore,Tamil Nadu,SSD,Storage,Small Business,Retail Store,3,6500,10,17550,12741.62,4808.38,Debit Card,Rahul,Cancelled,5,5,Yes,2.4
ORD10155,20/12/2026,Other,7383394833,Chennai,Tamil Nadu,Tablet,Electronics,Corporate,Direct Sales,5,28000,20,112000,108838.11,3161.89,Net Banking,Karthik,completed,,7,No,3.4
ORD10156,13/01/2026,Other,6010621799,Coimbatore,Tamil Nadu,Monitor,Electronics,Consumer,Direct Sales,,18000,15,76500,76024.86,475.14,EMI,Sneha,Completed,5,7,Yes,4.9
ORD10157,12/12/2025,Other,9661127093,Trichy,Tamil Nadu,Mouse,Accessories,Enterprise,Distributor,,900,5,4275,3684.61,590.39,EMI,Arun,Completed,1,11,No,2
ORD10158,15/03/2026,Other,7296502486,Trichy,Tamil Nadu,Keyboard,Accessories,Corporate,Distributor,8,1800,0,14400,12355.79,2044.21,UPI,Sneha,Cancelled,1,6,Yes,2.2
ORD10159,08/04/2025,Male,6569941254,Mumbai,Maharashtra,Headset,Accessories,Corporate,Direct Sales,7,2200,15,13090,9885.07,3204.93,UPI,Arun,Cancelled,1,7,Yes,3.4
ORD10160,16/04/2025,Male,7643774394,Coimbatore,Tamil Nadu,Mouse,Accessories,Corporate,Retail Store,2,900,15,1530,1464.17,65.83,UPI,Suresh,Completed,5,11,Yes,3.3
ORD10161,11/08/2025,Male,8532200677,Hyderabad,Telangana,Mouse,Accessories,Enterprise,Distributor,7,900,10,5670,4944.09,725.91,Net Banking,Sneha,Pending,2,5,Yes,2.7
ORD10162,28/01/2025,Other,8606731065,Madurai,Tamil Nadu,SSD,Storage,Corporate,Direct Sales,5,6500,20,26000,27491.98,-1491.98,Debit Card,Arun,Pending,4,7,Yes,2.7
ORD10163,16/05/2025,Female,8346582107,Bangalore,Karnataka,SSD,Storage,Corporate,Direct Sales,1,6500,5,6175,5486.92,688.08,UPI,Arun,Completed,1,5,Yes,2.1
ORD10164,02/03/2026,Male,8751086697,Coimbatore,Tamil Nadu,Laptop,Electronics,Corporate,Distributor,,55000,15,233750,217533.52,16216.48,UPI,Rahul,Completed,5,4,Yes,3.6
ORD10165,02/09/2025,Female,6498158588,Madurai,Tamil Nadu,Tablet,Electronics,Enterprise,Online,2,28000,5,53200,44110.2,9089.8,Debit Card,Karthik,Completed,1,12,Yes,4.1
ORD10166,23/09/2025,Other,9354901921,Trichy,Tamil Nadu,Keyboard,Accessories,Small Business,Online,6,1800,10,9720,8036.64,1683.36,UPI,Sneha,Returned,3,9,Yes,2.8
ORD10167,26/02/2025,Female,6675641216,Bangalore,Karnataka,SSD,Storage,Small Business,Online,8,6500,8,47840,38614.56,9225.44,Cash,Priya,Pending,,9,Yes,2.1
ORD10168,03/06/2025,Other,9181135507,Mumbai,Maharashtra,Laptop,Electronics,Enterprise,Retail Store,1,55000,105,50600,38904.49,11695.51,Debit Card,Divya,Returned,,6,No,4.5
ORD10169,23/02/2025,Male,7721959126,Delhi,Delhi,SSD,Storage,Consumer,Direct Sales,2,6500,10,11700,10160.78,1539.22,Debit Card,Rahul,Cancelled,1,9,No,2
ORD10170,21/04/2026,M,9145906070,Pune,Maharashtra,Mouse,Accessories,Corporate,Retail Store,5,900,15,3825,3462.53,362.47,UPI,Vijay,Completed,2,9,No,3.9
ORD10171,11/11/2025,Male,7803095297,Delhi,Delhi,Laptop,Electronics,Enterprise,Online,1,55000,20,44000,42776.41,1223.59,Credit Card,Rahul,Completed,1,4,No,4.1
ORD10172,17/05/2025,Other,8438771483,Trichy,Tamil Nadu,Printer,Office Equipment,Consumer,Direct Sales,2,12000,10,21600,15430.52,6169.48,EMI,Karthik,Pending,3,5,No,4.8
ORD10173,18/03/2025,Male,6667483244,Delhi,Delhi,Tablet,Electronics,Consumer,Retail Store,6,28000,8,154560,115125.26,39434.74,Net Banking,Meena,Cancelled,4,2,No,4.9
ORD10174,03/05/2025,Other,8993068140,Trichy,Tamil Nadu,Mouse,Accessories,Consumer,Retail Store,5,900,8,4140,3076.21,1063.79,Debit Card,Karthik,Completed,,4,No,3.2
ORD10175,01/02/2025,Other,8362751242,Pune,Maharashtra,Laptop,Electronics,Corporate,Online,5,55000,20,220000,235884.66,-15884.66,Net Banking,Priya,Pending,1,1,Yes,4.5
ORD10176,04/12/2026,Other,8517360884,Hyderabad,Telangana,Mouse,Accessories,Small Business,Online,4,900,20,2880,2578.1,301.9,UPI,Priya,Pending,,8,Yes,2.3
ORD10177,11/08/2026,Female,6126625486,Chennai ,Karnataka,Printer,Office Equipment,Enterprise,Direct Sales,1,12000,8,11040,7585.84,3454.16,Credit Card,Sneha,Pending,2,5,No,3.3
ORD10178,26/02/2026,Male,7201628712,Chennai,Tamil Nadu,Keyboard,Accessories,Enterprise,Retail Store,4,1800,15,6120,4973.94,1146.06,Net Banking,Divya,Pending,,9,Yes,5
ORD10179,30/05/2026,Male,6111939600,Trichy,Tamil Nadu,Printer,Office Equipment,Small Business,Retail Store,8,12000,5,91200,80548.08,10651.92,UPI,Rahul,Completed,4,9,No,4.3
ORD10180,30/09/2025,Male,8472578783,Hyderabad,Telangana,Mouse,Accessories,Enterprise,Distributor,2,900,3,1746,1399.77,346.23,Credit Card,Karthik,Pending,5,6,No,4.7
ORD10181,20/05/2026,Female,6163053047,Delhi,Delhi,Laptop,Electronics,Consumer,Online,3,55000,10,148500,139855.39,8644.61,Credit Card,Anitha,Pending,1,9,No,2
ORD10182,28/11/2025,Other,12345,Mumbai,Maharashtra,SSD,Storage,Corporate,Online,3,6500,5,18525,15445.27,3079.73,Cash,Sneha,Completed,3,12,No,3.8
ORD10183,24/03/2026,Male,9037327498,Pune,Maharashtra,Printer,Office Equipment,Small Business,Retail Store,6,12000,3,69840,61502.87,8337.13,EMI,Anitha,Pending,4,5,No,2.4
ORD10184,05/08/2026,Female,9955829012,Madurai,Tamil Nadu,Laptop,Electronics,Corporate,Online,7,55000,20,308000,330571.76,-22571.76,Net Banking,Karthik,Cancelled,,2,Yes,3
ORD10185,17/10/2026,Male,7139078760,Hyderabad,Telangana,Printer,Office Equipment,Corporate,Retail Store,2,12000,20,19200,18963.64,236.36,EMI,Priya,Cancelled,3,2,Yes,2.1
ORD10186,23/01/2026,Male,9559698862,Coimbatore,Tamil Nadu,Smartphone,Electronics,Enterprise,Retail Store,3,32000,8,88320,70880.61,17439.39,Credit Card,Meena,Completed,1,5,Yes,3
ORD10187,14/06/2025,Male,7451486688,Bangalore,Karnataka,Monitor,Electronics,Enterprise,Online,6,18000,3,104760,89975.18,14784.82,Net Banking,Karthik,Returned,2,1,Yes,3
ORD10188,01/09/2025,Other,8360783034,Coimbatore,Tamil Nadu,Mouse,Accessories,Enterprise,Retail Store,5,900,15,3825,3094.04,730.96,UPI,Sneha,Completed,4,2,No,4.5
ORD10189,24/06/2025,Female,9623960580,Trichy,Tamil Nadu,SSD,Storage,Consumer,Distributor,4,6500,0,26000,16280.59,9719.41,Net Banking,Meena,Returned,,5,Yes,3.9
ORD10190,02/04/2026,Female,7131297865,Hyderabad,Telangana,Tablet,Electronics,Corporate,Distributor,6,28000,8,154560,119054.28,35505.72,Cash,Arun,Pending,,11,Yes,2.3
ORD10191,21/07/2026,Female,8300016872,Kochi,Kerala,Printer,Office Equipment,Enterprise,Retail Store,7,12000,20,67200,63968.89,3231.11,Net Banking,Rahul,Completed,4,12,Yes,3.5
ORD10192,05/04/2026,Male,6541964762,Madurai,Tamil Nadu,Webcam,Accessories,Consumer,Direct Sales,3,3500,0,10500,8902.12,1597.88,UPI,Vijay,Pending,,3,No,3
ORD10193,30/11/2025,Male,9378209272,Bangalore,Karnataka,Monitor,Electronics,Enterprise,Online,7,18000,10,113400,90136.02,23263.98,Net Banking,Karthik,Pending,5,10,Yes,4.8
ORD10194,19/12/2025,Other,8085570788,Bangalore,Karnataka,SSD,Storage,Enterprise,Online,5,6500,20,26000,24327.94,1672.06,Credit Card,Rahul,Returned,2,10,No,2.1
ORD10195,03/10/2025,Female,7335517080,Mumbai,Maharashtra,Printer,Office Equipment,Small Business,Direct Sales,1,12000,15,10200,8808.63,1391.37,EMI,Priya,Pending,2,5,No,4.3
ORD10196,12/07/2025,Other,8080741273,Pune,Maharashtra,Printer,Office Equipment,Small Business,Online,7,12000,10,75600,65094.38,10505.62,Cash,Karthik,Completed,3,12,No,2.4
ORD10197,25/07/2025,Female,6217150457,Madurai,Tamil Nadu,Webcam,Accessories,Small Business,Retail Store,1,3500,3,3395,2331.92,1063.08,Debit Card,Sneha,Returned,5,7,Yes,4
ORD10198,01/05/2026,Female,6702285630,Delhi,Delhi,Mouse,Accessories,Small Business,Online,8,900,10,6480,5234.87,1245.13,Debit Card,Arun,Returned,1,3,Yes,4.6
ORD10199,21/01/2025,Male,8780439666,Mumbai,Maharashtra,Mouse,Accessories,Corporate,Online,5,900,15,3825,3232.27,592.73,Credit Card,Rahul,Cancelled,,12,No,3.3
ORD10200,06/11/2025,Female,8510353238,Delhi,Delhi,Tablet,Electronics,Consumer,Online,8,28000,5,212800,150610.92,62189.08,Cash,Sneha,Cancelled,3,11,Yes,3.4
ORD10201,03/11/2026,Male,6643941414,Pune,Maharashtra,Printer,Office Equipment,Corporate,Online,6,12000,20,57600,49424.57,8175.43,Cash,Vijay,Cancelled,,3,Yes,4
ORD10202,06/02/2025,Male,7473891248,Pune,Maharashtra,Headset,Accessories,Corporate,Direct Sales,7,2200,8,14168,10983.06,3184.94,EMI,Sneha,Cancelled,2,11,Yes,2.9
ORD10203,07/07/2025,Male,7525930586,Hyderabad,Telangana,Smartphone,Electronics,Corporate,Distributor,5,32000,15,136000,130240.4,5759.6,Net Banking,Sneha,Cancelled,3,10,No,3.4
ORD10204,18/08/2026,Male,8149533961,Bangalore,Tamil Nadu,Monitor,Electronics,Consumer,Direct Sales,1,18000,20,14400,13900.59,499.41,Cash,Rahul,Returned,1,3,Yes,5
ORD10205,04/07/2025,Other,6759454456,Coimbatore,Tamil Nadu,Printer,Office Equipment,Small Business,Online,8,12000,3,93120,66809.47,26310.53,UPI,Meena,Cancelled,2,3,Yes,3.5
ORD10206,16/03/2026,Male,8292578829,Hyderabad,Telangana,Monitor,Electronics,Corporate,Distributor,7,18000,15,107100,91105.35,15994.65,UPI,Sneha,Pending,1,11,Yes,3.9
ORD10207,28/01/2026,Male,6280405602,Mumbai,Maharashtra,Mouse,Accessories,Consumer,Distributor,6,900,5,5130,3515.09,1614.91,Debit Card,Meena,Cancelled,4,11,Yes,3
ORD10208,18/02/2026,Other,6563524533,Delhi,Delhi,Smartphone,Electronics,Corporate,Online,4,32000,3,124160,108485.15,15674.85,Cash,Suresh,Pending,1,6,Yes,3.1
ORD10209,09/11/2026,Male,8962452613,Kochi,Kerala,Headset,Accessories,Consumer,Direct Sales,1,2200,10,1980,1889.19,90.81,Net Banking,Vijay,Completed,5,5,No,4.1
ORD10210,10/11/2026,Other,9009596757,Chennai,Tamil Nadu,Mouse,Accessories,Corporate,Direct Sales,5,900,8,4140,3504.6,635.4,UPI,Suresh,Completed,3,2,Yes,3.5
ORD10211,26/07/2025,Female,6688799369,Mumbai,Maharashtra,SSD,Storage,Consumer,Direct Sales,5,6500,20,26000,24230.54,1769.46,Credit Card,Meena,Cancelled,2,1,Yes,4
ORD10212,08/06/2026,Female,8767405445,Madurai,Tamil Nadu,Monitor,Electronics,Corporate,Direct Sales,8,18000,3,139680,122092.85,17587.15,Debit Card,Rahul,Returned,1,2,Yes,4.6
ORD10213,08/04/2025,Other,8779696951,Delhi,Delhi,Headset,Accessories,Corporate,Distributor,6,2200,8,12144,10523.7,1620.3,Debit Card,Meena,Cancelled,,2,No,4.4
ORD10214,06/10/2025,Female,8786774414,Bangalore,Karnataka,Keyboard,Accessories,Corporate,Online,7,1800,8,11592,10722.03,869.97,Credit Card,Arun,Pending,1,7,No,4.4
ORD10215,30/01/2025,Female,9953079243,Hyderabad,Telangana,Smartphone,Electronics,Enterprise,Online,7,32000,20,179200,158158.28,21041.72,Net Banking,Meena,Completed,1,5,No,2
ORD10216,16/06/2026,Male,7859067602,Madurai,Tamil Nadu,Webcam,Accessories,Corporate,Direct Sales,4,3500,15,11900,11613.76,286.24,Debit Card,Vijay,Pending,5,10,Yes,2
ORD10217,19/06/2025,Male,7421182517,Kochi,Kerala,Keyboard,Accessories,Small Business,Online,8,1800,20,11520,10641.61,878.39,Cash,Divya,Returned,4,4,Yes,3.4
ORD10218,20/11/2025,Male,7732760138,Trichy,Tamil Nadu,SSD,Storage,Enterprise,Online,2,6500,20,10400,9615.18,784.82,Cash,Suresh,Completed,1,10,No,4.7
ORD10219,25/02/2025,Other,9296028351,Mumbai,Maharashtra,Webcam,Accessories,Enterprise,Distributor,8,3500,5,26600,19801.66,6798.34,EMI,Meena,Completed,1,11,Yes,2
ORD10220,18/06/2025,F,7092164263,Pune,Maharashtra,Printer,Office Equipment,Corporate,Retail Store,6,12000,15,61200,46477.25,14722.75,UPI,Vijay,Pending,4,4,No,2.3
ORD10221,14/04/2026,Male,8142452709,Chennai,Tamil Nadu,Tablet,Electronics,Consumer,Online,2,28000,20,44800,46705.18,-1905.18,Cash,Vijay,Returned,5,3,Yes,4.2
ORD10222,26/11/2025,Other,9933804513,Bangalore,Karnataka,Keyboard,Accessories,Corporate,Distributor,7,1800,15,10710,9628.05,1081.95,Net Banking,Sneha,Cancelled,4,3,Yes,3.2
ORD10223,21/07/2026,Male,8680779364,Pune,Maharashtra,Webcam,Accessories,Small Business,Distributor,6,3500,15,17850,16733.57,1116.43,EMI,Karthik,Pending,5,9,No,4.1
ORD10224,15/11/2026,Female,9768736001,Kochi,Kerala,Printer,Office Equipment,Enterprise,Online,8,12000,10,86400,72667.5,13732.5,Cash,Priya,Completed,4,3,Yes,4
ORD10225,30/05/2025,Male,9236661365,Pune,Maharashtra,Mouse,Accessories,Consumer,Distributor,3,900,5,2565,2116.84,448.16,Net Banking,Priya,Pending,,11,No,2.7
ORD10226,03/12/2026,Male,9194038184,Chennai,Tamil Nadu,Headset,Accessories,Small Business,Retail Store,7,2200,8,14168,11087.63,3080.37,Cash,Meena,Pending,,12,No,4.3
ORD10227,18/07/2025,Other,6319841893,Madurai,Tamil Nadu,Webcam,Accessories,Corporate,Retail Store,4,3500,20,11200,11115.71,84.29,EMI,Suresh,Completed,4,1,No,2.8
ORD10228,06/01/2025,Male,6660150996,Hyderabad,Telangana,Headset,Accessories,Small Business,Online,3,2200,10,,5432.09,507.91,EMI,Anitha,Cancelled,4,10,No,2.2
ORD10229,02/06/2026,Other,7732663107,Kochi,Kerala,Printer,Office Equipment,Consumer,Distributor,4,12000,3,46560,35757.38,10802.62,Credit Card,Divya,Cancelled,3,6,No,2.7
ORD10230,27/10/2026,Female,7032286260,Bangalore,Kerala,SSD,Storage,Corporate,Online,8,6500,10,46800,42519.63,4280.37,EMI,Sneha,Returned,1,7,No,3.6
ORD10231,02/04/2026,Other,6826834424,Chennai,Tamil Nadu,Headset,Accessories,Small Business,Online,6,2200,10,11880,10727.32,1152.68,UPI,Karthik,Completed,,2,Yes,4
ORD10232,21/12/2026,Other,8946534590,Coimbatore,Tamil Nadu,Mouse,Accessories,Corporate,Online,2,900,3,1746,1348.31,397.69,Net Banking,Sneha,Completed,1,2,Yes,2.5
ORD10233,22/09/2025,Other,7737091024,Kochi,Kerala,Headset,Accessories,Enterprise,Distributor,2,2200,10,3960,3595.63,364.37,UPI,Vijay,Completed,5,1,Yes,4.3
ORD10234,19/04/2025,Other,6371537098,Chennai,Tamil Nadu,SSD,Storage,Small Business,Direct Sales,2,6500,5,,10955.51,1394.49,Net Banking,Vijay,Completed,4,3,Yes,2.4
ORD10235,25/11/2026,Male,8377368257,Kochi,Kerala,Tablet,Electronics,Corporate,Online,5,28000,15,119000,91640.94,27359.06,UPI,Arun,Returned,5,9,Yes,2.9
ORD10236,26/05/2025,Other,9585216937,Mumbai,Maharashtra,Printer,Office Equipment,Small Business,Retail Store,7,12000,15,71400,69245.41,2154.59,UPI,Karthik,Completed,5,8,Yes,2.9
ORD10237,14/05/2026,Other,8815235019,Pune,Maharashtra,Monitor,Electronics,Corporate,Online,2,18000,3,34920,28589.09,6330.91,Debit Card,Anitha,Completed,2,6,No,3.4
ORD10238,20/11/2025,Female,7057314172,Pune,Maharashtra,SSD,Storage,Corporate,Direct Sales,3,6500,10,17550,14742.91,2807.09,Debit Card,Sneha,Pending,,12,No,4.6
ORD10239,19/07/2026,Male,9615473387,Trichy,Tamil Nadu,Smartphone,Electronics,Small Business,Retail Store,6,32000,20,153600,133116.14,20483.86,Cash,Divya,Cancelled,,11,Yes,4.2
ORD10240,19/02/2026,Other,7119338568,Kochi,Kerala,Laptop,Electronics,Enterprise,Retail Store,1,55000,20,44000,41780.95,2219.05,Debit Card,Vijay,Pending,5,12,No,2.4
ORD10241,11/01/2025,Other,6712292620,Kochi,Kerala,Webcam,Accessories,Corporate,Direct Sales,2,3500,8,6440,4951.29,1488.71,Credit Card,Karthik,Pending,,12,No,4.8
ORD10242,14/01/2026,Other,9898653873,Mumbai,Maharashtra,Laptop,Electronics,Small Business,Direct Sales,8,55000,3,426800,279438.14,147361.86,Net Banking,Meena,Completed,1,11,No,2.3
ORD10243,28/06/2025,Female,8524061336,Pune,Maharashtra,Webcam,Accessories,Consumer,Distributor,5,3500,10,15750,13136.27,2613.73,Net Banking,Divya,Returned,3,6,No,4.4
ORD10244,20/03/2025,Male,6645277642,Chennai,Tamil Nadu,SSD,Storage,Corporate,Retail Store,3,6500,8,17940,12865.04,5074.96,Debit Card,Anitha,Completed,,4,No,4.4
ORD10245,15/06/2025,Male,6185303518,Trichy,Tamil Nadu,Monitor,Electronics,Corporate,Retail Store,8,18000,8,132480,96561.93,35918.07,Credit Card,Suresh,Completed,5,3,Yes,2.5
ORD10246,15/10/2026,Male,6930261655,Kochi,Kerala,Keyboard,Accessories,Enterprise,Direct Sales,7,1800,10,11340,10742.99,597.01,Net Banking,Karthik,Pending,4,10,Yes,4.4
ORD10247,17/12/2025,Male,6987042690,Madurai,Tamil Nadu,Keyboard,Accessories,Enterprise,Direct Sales,5,1800,3,8730,7144.24,1585.76,Credit Card,Priya,Completed,2,9,No,4.5
ORD10248,07/09/2026,Male,6400247855,Bangalore,Karnataka,SSD,Storage,Enterprise,Retail Store,3,6500,8,17940,16309.53,1630.47,Cash,Suresh,Completed,,11,No,3.6
ORD10249,09/05/2026,Other,9899224188,Chennai,Tamil Nadu,Printer,Office Equipment,Consumer,Direct Sales,7,12000,3,81480,70998.58,10481.42,Credit Card,Rahul,Returned,,2,No,3.8
ORD10250,08/01/2025,Other,6030898225,Coimbatore,Tamil Nadu,Webcam,Accessories,Enterprise,Retail Store,5,3500,3,16975,10872.97,6102.03,EMI,Sneha,Returned,3,2,Yes,3.3
ORD10251,02/08/2026,Other,7707052548,Pune,Maharashtra,SSD,Storage,Corporate,Direct Sales,5,6500,20,26000,24331.62,1668.38,Cash,Suresh,Returned,2,6,No,2.8
ORD10252,22/05/2025,Female,9363428658,Madurai,Tamil Nadu,Headset,Accessories,Corporate,Online,6,2200,20,10560,10419.01,140.99,Credit Card,Suresh,Returned,3,9,Yes,2.5
ORD10253,22/03/2026,Male,7592724766,Bangalore,Karnataka,Laptop,Electronics,Consumer,Online,3,55000,8,151800,138964.13,12835.87,EMI,Vijay,Returned,5,11,No,4.1
ORD10254,11/01/2025,Female,6836429847,Chennai,Tamil Nadu,SSD,Storage,Consumer,Retail Store,3,6500,15,16575,14403.64,2171.36,Cash,Karthik,Completed,3,4,Yes,4.9
ORD10255,20/02/2026,Male,9876543210,Pune,Maharashtra,Monitor,Electronics,Consumer,Online,7,18000,5,119700,98370.58,21329.42,Cash,Rahul,Cancelled,3,5,Yes,3.8
ORD10256,29/06/2025,Other,6310895379,Bengaluru,Tamil Nadu,Mouse,Accessories,Small Business,Distributor,7,900,10,5670,3913.03,1756.97,UPI,Suresh,Cancelled,5,10,No,4.1
ORD10257,14/12/2025,Other,9702361794,Madurai,Tamil Nadu,Tablet,Electronics,Consumer,Direct Sales,8,28000,20,179200,151958.37,27241.63,UPI,Rahul,Completed,4,11,Yes,4
ORD10258,10/01/2025,Female,6399472479,Delhi,Delhi,Mouse,Accessories,Enterprise,Distributor,7,900,5,5985,4686.95,1298.05,UPI,Suresh,Pending,4,6,No,2.7
ORD10259,14/07/2025,Male,9158643786,Pune,Maharashtra,SSD,Storage,Corporate,Distributor,3,6500,15,16575,15286.94,1288.06,Credit Card,Divya,Pending,2,10,No,2.5
ORD10260,20/05/2026,Male,9642177784,Bangalore,Karnataka,Monitor,Electronics,Enterprise,Distributor,2,18000,15,30600,30577.94,22.06,Cash,Sneha,Returned,5,5,No,2.5
ORD10261,12/05/2025,Female,8322580659,Pune,Maharashtra,Webcam,Accessories,Consumer,Distributor,7,3500,3,23765,19601,4164,Net Banking,Karthik,Returned,1,12,No,2.9
ORD10262,30/11/2025,Male,8356061869,Bengaluru,Tamil Nadu,Laptop,Electronics,Small Business,Retail Store,4,55000,8,202400,167077.23,35322.77,Debit Card,Meena,Cancelled,3,3,No,3.3
ORD10263,07/04/2026,Other,8946398734,Delhi,Delhi,Tablet,Electronics,Corporate,Online,6,28000,20,134400,120311.89,14088.11,EMI,Rahul,Pending,5,7,No,2.6
ORD10264,18/05/2025,Other,7356038189,Trichy,Tamil Nadu,Keyboard,Accessories,Enterprise,Distributor,1,1800,3,1746,1298.1,447.9,Debit Card,Suresh,Completed,4,2,Yes,2.2
ORD10265,24/09/2025,Other,9478991743,Trichy,Tamil Nadu,Headset,Accessories,Small Business,Distributor,2,2200,8,4048,3514.29,533.71,UPI,Vijay,completed,3,11,Yes,3.7
ORD10266,07/06/2026,Male,7636687473,Hyderabad,Telangana,Webcam,Accessories,Small Business,Direct Sales,5,3500,5,16625,12215.38,4409.62,EMI,Karthik,Pending,,6,No,3.9
ORD10267,22/08/2025,Other,7148785172,Coimbatore,Tamil Nadu,SSD,Storage,Enterprise,Distributor,2,6500,0,13000,8565.44,4434.56,Net Banking,Sneha,Returned,4,3,Yes,4.6
ORD10268,23/03/2025,Male,6410400118,Mumbai,Maharashtra,Keyboard,Accessories,Consumer,Direct Sales,5,1800,15,7650,7093.51,556.49,Cash,Arun,Completed,4,9,Yes,2.3
ORD10269,04/02/2026,Other,7220523522,Hyderabad,Telangana,SSD,Storage,Enterprise,Retail Store,2,6500,15,11050,10966.56,83.44,Credit Card,Suresh,Pending,1,1,No,4.6
ORD10270,06/10/2025,Other,8316222488,Trichy,Tamil Nadu,Printer,Office Equipment,Corporate,Direct Sales,8,12000,20,76800,71975.06,4824.94,EMI,Anitha,Returned,5,11,No,4.7
ORD10271,12/11/2025,,7303835765,Kochi,Kerala,Smartphone,Electronics,Consumer,Online,4,32000,20,102400,82111.1,20288.9,Cash,Karthik,Cancelled,3,8,Yes,4.1
ORD10272,27/10/2025,Other,7604788242,Trichy,Tamil Nadu,Smartphone,Electronics,Corporate,Direct Sales,5,32000,0,160000,128609.38,31390.62,Cash,Vijay,Returned,2,3,No,4.5
ORD10273,14/06/2026,Female,8785101763,Pune,Maharashtra,Mouse,Accessories,Small Business,Direct Sales,2,900,8,,1386.14,269.86,Credit Card,Priya,Pending,2,5,Yes,3.9
ORD10274,12/07/2025,Male,8297681898,Trichy,Tamil Nadu,SSD,Storage,Consumer,Retail Store,5,6500,15,27625,25007.48,2617.52,UPI,Rahul,Cancelled,2,12,No,4.2
ORD10275,17/12/2025,Female,7991509618,Bangalore,Karnataka,Mouse,Accessories,Consumer,Distributor,3,900,0,2700,1993.84,706.16,UPI,Karthik,Completed,3,7,Yes,3.6
ORD10276,13/01/2025,Female,9312387558,Mumbai,Maharashtra,Keyboard,Accessories,Enterprise,Retail Store,5,1800,20,7200,6404.21,795.79,EMI,Arun,Pending,4,12,Yes,3.6
ORD10277,27/11/2025,Other,8360427902,Trichy,Tamil Nadu,Mouse,Accessories,Consumer,Distributor,7,900,15,5355,5359.36,-4.36,Net Banking,Rahul,Pending,3,1,Yes,4.9
ORD10278,10/10/2025,Male,6038353417,Coimbatore,Tamil Nadu,Mouse,Accessories,Consumer,Direct Sales,6,900,0,5400,3564.9,1835.1,EMI,Anitha,Pending,3,2,Yes,2.5
ORD10279,03/03/2025,Other,8303619991,Madurai,Tamil Nadu,Monitor,Electronics,Consumer,Retail Store,6,18000,20,86400,83163.43,3236.57,Net Banking,Divya,Cancelled,5,11,No,4.4
ORD10280,18/05/2025,Other,7879048201,Mumbai,Maharashtra,Smartphone,Electronics,Small Business,Direct Sales,1,32000,15,27200,22741.27,4458.73,Credit Card,Anitha,Pending,5,6,No,4.2
ORD10281,06/04/2026,Female,7950254385,Madurai,Tamil Nadu,Headset,Accessories,Consumer,Direct Sales,3,2200,0,6600,4933.32,1666.68,EMI,Karthik,Completed,5,6,Yes,3
